,Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_Ind_1_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Total_5_yrs_purchase
3889,1,4,8,22,6,16,6,4.25,3.11,4.17,17,125,12,6,S,1,86,F,U,44284.5,38
3890,1,5,6,18,5,9,6,4,3.72,4.2,17,79,13,6,S,1,80,M,U,44375,27
3891,1,6,7,18,5,11,6,6.29,6.11,6.4,17,74,13,6,S,1,60,F,U,43750,29
3892,0,0,4,15,1,10,6,6.5,4.27,8,18,125,12,5,S,1,65,M,H,20682,25
3893,1,6,4,15,0,6,6,4.5,3.4,0,18,116,9,4,S,1,48,M,H,54528,21
3894,1,13,7,29,4,19,6,7.57,6.86,7.5,17,119,11,5,S,1,60,F,U,44284.5,48
3895,1,7,6,12,3,5,6,7.17,8.58,9.67,18,53,13,6,A,1,81,M,U,46705,17
3896,0,0,3,21,1,12,6,10.67,6.38,12,18,128,13,6,S,1,60,F,U,33016,33
3917,1,13,4,16,3,9,5,7.75,8.06,7,24,122,6,3,S,1,49,F,H,56828,25
3918,0,0,4,27,3,13,5,4.5,3.78,4.33,16,123,12,5,S,1,37,F,H,56828,40
3919,0,0,4,19,2,12,5,9.25,6.68,9,16,129,12,6,S,1,85,F,H,106020,31
3920,1,4,5,18,5,11,5,3.6,3.06,3.6,15,107,10,4,A,1,62,F,U,87767,29
3921,1,2,5,14,3,8,5,4.8,5.29,4.33,20,92,13,6,A,1,75,F,H,80104,22
3922,1,5,7,25,2,15,5,8.57,9.36,10,7,121,30,11,S,1,69,M,U,44284.5,40
3923,1,11,2,18,1,9,5,6,5.11,7,15,113,13,5,S,1,60,M,U,60152,27
3924,0,0,11,36,8,21,5,5.64,6.03,5.5,17,130,13,6,S,1,58,F,H,68588,57
3925,1,3,4,18,3,13,5,4.75,3.72,5.67,17,128,12,5,S,1,81,F,U,70339,31
3926,0,0,3,7,3,7,5,9,7,9,16,76,13,5,S,1,56,F,H,72339,14
3927,1,5,8,52,5,19,5,5,5,5,6,57,34,13,A,0,60,F,U,44284.5,71
3928,1,5,5,14,4,11,5,6.4,5.36,6.75,17,122,13,6,A,1,51,M,H,122155,25
3929,0,0,2,3,2,2,5,10,8.33,10,19,24,11,5,N,0,80,F,U,65726,5
3930,0,0,7,11,5,7,5,7.57,7.45,7.6,17,57,13,6,S,1,71,M,U,52266,18
3931,0,0,2,12,1,7,5,10,6.17,5,22,87,11,4,S,1,60,F,U,44284.5,19
3932,1,4,4,17,2,9,5,4,3.06,4,17,67,11,5,S,1,67,F,U,80172,26
3933,1,6,8,60,6,24,5,5,4.42,5,5,128,32,7,S,1,77,F,U,61831,84
3934,1,5,5,7,3,4,5,5,5,5,17,33,12,6,A,1,47,F,H,69121,11
3935,1,4,9,19,5,9,5,4.22,4.47,4.2,18,81,13,6,S,1,60,F,U,44284.5,28
3936,1,3,8,27,6,18,5,3.5,3.59,3.67,17,126,12,6,S,1,74,M,H,71014,45
3937,1,5,7,16,5,9,5,5.71,5.38,5.6,15,57,13,6,A,1,86,F,H,79730,25
3938,1,5,5,16,4,11,5,4.6,4.5,4.5,18,125,12,6,S,1,58,F,H,81739,27
3939,0,0,3,22,0,7,5,5,3.82,0,15,130,6,3,A,0,82,M,U,76547,29
3940,1,5,4,15,2,11,5,8.75,5.27,5,25,128,5,3,S,1,71,F,H,27184,26
3941,0,0,3,19,1,12,5,5,3.79,5,17,111,11,4,S,1,60,F,U,44284.5,31
3942,1,6,5,29,3,18,5,6,5.45,5,17,130,15,6,S,1,75,F,H,39604,47
3943,1,4,7,9,3,4,5,3.86,3.56,3,18,41,14,6,S,1,51,M,H,40935,13
3944,1,11,8,16,3,8,5,5.25,5.44,5,15,75,13,6,S,1,82,F,H,40935,24
3945,1,15,7,23,3,10,5,5.71,9.17,9.33,16,68,9,4,S,1,77,F,H,48639,33
3946,0,0,3,9,2,5,5,10,10.11,10,18,65,13,6,S,1,64,F,H,70789,14
3947,1,10,5,10,3,4,5,29.2,18.6,13,13,43,26,5,A,1,43,F,U,44284.5,14
3948,1,10,11,28,4,7,5,5,5.5,5,8,80,25,11,S,1,56,F,U,19203,35
3949,1,5,4,7,3,5,5,9.25,7.86,10.67,6,53,20,8,A,0,78,F,H,56544,12
3950,0,0,4,15,3,12,5,5.25,4.73,5,17,122,12,6,S,1,28,M,U,40883,27
3951,1,4,4,17,2,9,5,3.75,3.12,4,17,126,12,5,A,1,64,M,H,37320,26
3952,1,6,3,10,3,4,5,7,4.8,7,17,98,9,5,A,1,75,F,H,44375,14
3953,1,5,8,31,5,18,5,5,4.84,5,16,118,11,5,S,1,60,F,H,45333,49
3954,1,5,5,20,2,9,5,5,4.7,5,16,104,13,5,S,1,73,M,H,47942,29
3955,1,10,4,15,3,9,5,7.5,5.87,6.67,17,89,13,6,A,1,53,F,H,37883,24
3956,1,5,7,14,3,5,5,5.71,6.43,5,15,64,14,6,S,1,47,M,H,60977,19
3957,0,0,3,10,2,4,5,6.67,5.3,7.5,15,75,7,4,A,0,60,M,U,51661,14
3958,1,10,7,31,4,10,5,5.29,5.13,5,9,79,26,9,A,1,60,F,U,44284.5,41
3959,0,0,10,17,7,10,5,3.2,3.12,3,18,53,12,6,S,1,32,M,U,44284.5,27
3960,1,6,6,15,4,7,5,6.67,7.73,7.5,19,67,13,6,S,1,58,M,U,44284.5,22
3961,0,0,6,7,3,4,5,6.5,6,7,15,32,19,9,F,1,61,F,U,34833,11
3962,0,0,3,5,1,1,5,7,5.8,6,18,32,11,5,A,0,60,M,H,40956,6
3963,0,0,3,22,1,11,5,10,7.5,5,24,125,9,4,S,1,55,M,H,51596,33
3964,0,0,5,16,5,7,5,13,14.19,13,16,80,30,6,A,1,86,F,U,46272,23
3965,1,5,5,20,3,10,5,4.6,4.2,4.33,17,86,12,5,S,1,32,M,H,41594,30
3966,1,5,8,23,5,11,5,5.5,4.43,5.4,15,88,11,5,S,1,67,M,H,28409,34
3967,0,0,12,21,6,11,5,3.33,3.38,3.67,17,78,13,6,S,1,69,F,U,37659,32
3968,1,5,2,14,0,9,5,7.5,8.21,0,15,105,10,4,A,1,35,M,H,80831,23
3969,0,0,9,18,5,13,5,5,5,5,16,105,8,4,S,1,74,F,H,45932,31
3970,1,8,3,15,2,11,5,6.33,5.47,6,16,126,12,5,S,1,80,F,H,37080,26
3971,0,0,3,16,2,10,5,8.33,6.56,7.5,15,126,10,4,A,1,44,M,H,52582,26
3972,1,1,5,16,2,4,5,4,2.81,4,15,110,27,6,A,0,65,M,H,70270,20
3973,1,5,7,24,4,16,5,4.86,4,4.5,17,122,13,6,S,1,84,M,H,34587,40
3974,1,5,3,4,1,1,5,6.67,5.5,5,17,40,12,5,A,0,60,F,U,44284.5,5
3975,0,0,8,26,5,17,5,5,3.96,4.6,15,127,20,10,S,1,37,F,U,65037,43
3976,1,10,6,25,5,19,5,5,4.4,5,19,129,12,5,S,1,69,F,H,43250,44
3977,0,0,5,14,4,7,5,8.8,7.5,8.5,24,69,8,5,A,1,73,F,H,37308,21
3978,0,0,4,24,2,13,5,5,3.21,5,10,125,19,6,S,1,64,M,H,37308,37
3979,0,0,4,11,2,8,5,14.75,15,7.5,8,89,22,10,A,1,83,M,H,31845,19
3980,1,2,6,7,3,3,5,2.67,2.57,3,17,30,13,6,A,1,40,F,H,49122,10
3981,1,10,5,29,2,13,5,6.2,4.02,7.5,18,130,12,5,S,1,57,M,U,44284.5,42
3982,0,0,4,5,3,3,5,6.25,6,6.67,15,29,15,6,A,1,33,M,H,62010,8
3983,1,5,5,32,1,15,5,5.4,3.06,5,15,114,11,5,S,1,74,F,U,45069,47
3984,1,10,4,17,3,6,5,9,8.35,8.67,17,76,24,11,S,1,35,F,U,31563,23
3985,0,0,6,15,2,4,5,5.67,6.33,5.5,18,50,22,5,A,1,56,M,H,52444,19
3986,1,17,8,20,5,10,5,11.13,8.1,12.4,15,86,14,6,S,1,54,M,U,44284.5,30
3987,1,10,2,17,0,7,5,7.5,4,0,15,129,12,5,A,1,86,F,H,52041,24
3988,1,3,7,24,7,13,5,4.14,3.38,4.14,21,130,11,5,S,1,42,F,H,54006,37
3989,0,0,8,30,5,20,5,3.88,3.22,4,19,129,12,6,S,1,60,F,U,44284.5,50
3990,0,0,8,39,6,19,5,6.38,4.92,5.83,18,119,11,6,S,1,77,F,U,52970,58
3991,1,10,3,7,1,3,5,4.33,6,5,16,52,15,6,A,0,60,F,U,44284.5,10
3992,1,5,4,7,2,2,5,6.25,5.71,5,15,28,8,4,A,0,43,M,U,29081,9
3993,0,0,3,4,2,2,5,11.67,11.25,10,16,35,15,6,A,1,79,M,H,41165,6
3994,0,0,6,26,5,13,5,5.17,5.35,5.2,20,105,23,5,S,1,71,F,U,25468,39
3995,0,0,3,21,1,10,5,5.67,5.24,5,19,122,6,2,S,1,47,F,H,107323,31
3996,0,0,8,24,6,11,5,7.5,5.96,7.17,18,57,13,6,S,1,41,F,H,40290,35
3997,1,5,7,8,4,4,5,4.43,4.25,4.5,17,29,12,6,A,1,73,F,H,59874,12
3998,0,0,9,22,5,10,5,4.78,4.64,4.4,15,88,15,6,A,1,54,F,H,36946,32
3999,0,0,4,7,2,3,5,7.5,6.14,7.5,18,41,13,6,A,1,72,M,U,33581,10
4000,1,5,3,17,2,7,5,9.67,6.59,8.5,17,130,12,6,A,1,50,M,H,48226,24
4001,1,5,7,17,4,11,5,5,3.41,5,18,125,11,6,A,1,72,F,H,35460,28
4002,1,5,4,19,2,9,5,6.5,5.79,7,15,105,13,5,S,1,60,M,U,44284.5,28
4003,1,5,3,16,1,9,5,5.67,11.38,5,18,91,13,5,S,1,72,M,H,44284.5,25
4004,1,3,7,10,2,4,5,3.57,3.3,3,18,45,12,6,A,1,60,F,U,44284.5,14
4005,1,5,6,23,3,15,5,5,4.91,5,15,130,7,4,S,1,84,M,U,53046,38
4006,1,5,1,11,0,5,5,5,5.73,0,5,92,24,4,A,0,72,F,H,43877,16
4007,1,10,5,20,2,9,5,6,6.1,5,16,121,7,4,S,1,83,F,H,49133,29
4008,1,5,6,10,4,5,5,6.33,5.6,6.25,18,53,12,6,S,1,64,F,H,34341,15
4009,1,10,4,6,4,4,5,7.5,6.67,7.5,18,33,12,6,S,1,68,M,H,32263,10
4010,1,4,7,7,4,4,5,3.86,3.86,3.5,21,34,12,6,A,1,60,F,U,44284.5,11
4011,0,0,4,5,3,3,5,10.25,10.6,9,17,44,12,6,A,0,83,F,H,37377,8
4012,1,5,7,8,5,5,5,4.86,4.88,4.6,16,32,13,6,A,1,48,F,U,44284.5,13
4013,1,5,5,9,3,6,5,4.6,4.11,4.33,17,50,13,6,S,1,72,F,U,44284.5,15
4014,1,2,4,30,1,15,5,4.5,3.57,5,16,130,12,5,S,1,84,M,U,73930,45
4015,1,10,3,8,2,5,5,8.33,6.13,8,16,77,14,5,S,1,67,M,H,51488,13
4016,1,6,7,14,2,4,5,6,6.71,8,16,86,14,6,A,1,78,M,H,50359,18
4017,0,0,10,11,6,6,5,5.5,5.45,5.83,17,35,13,6,A,1,60,F,U,44284.5,17
4018,1,5,5,18,4,13,5,5,4.44,5,15,128,10,5,S,1,82,F,H,45651,31
4019,0,0,4,19,3,15,5,5,3.89,5,16,127,12,5,S,1,75,M,H,41687,34
4020,1,5,7,15,5,8,5,4.14,4,4.2,17,81,13,6,A,1,55,M,H,37323,23
4021,1,15,4,14,3,7,5,10.75,8.64,10.67,5,67,17,8,A,1,60,F,U,35075,21
4022,0,0,7,27,4,16,5,3,2.67,2.5,19,129,13,6,S,1,47,F,U,44284.5,43
4023,1,5,8,14,6,11,5,3.75,3.36,3.67,18,64,14,6,S,1,79,F,H,36928,25
4024,1,5,4,13,2,7,5,5.25,4.92,5.5,15,123,11,5,A,1,65,F,H,36928,20
4025,0,0,4,15,3,10,5,5,3.4,5,17,125,8,3,S,1,77,F,H,36898,25
4026,0,0,3,4,2,2,5,10.67,9.25,10,15,24,15,6,N,0,59,F,H,39172,6
4027,0,0,7,15,5,7,5,5,4.87,5,16,52,20,6,A,0,60,F,U,34699,22
4028,1,8,3,13,2,5,5,10,6.54,10,18,130,8,4,A,1,81,F,H,34699,18
4029,0,0,4,6,2,3,5,7.5,6.33,7.5,17,68,12,6,A,0,85,F,H,35635,9
4030,0,0,5,7,4,4,5,4.6,4.57,4.75,17,28,13,6,A,1,48,M,H,71429,11
4031,1,10,3,26,2,11,5,5,5.12,5,17,130,12,5,S,1,60,F,U,38339,37
4032,1,5,7,23,5,12,5,4.71,3.78,4.6,18,105,12,6,S,1,73,M,U,47353,35
4033,1,5,5,7,3,4,5,5,4.14,5,16,52,12,5,A,1,71,F,H,54188,11
4034,1,5,6,10,3,5,5,5,5,5,16,100,9,3,A,0,73,F,H,26170,15
4035,1,5,5,7,2,2,5,5,4.57,5.5,17,32,12,6,A,0,60,M,U,55522,9
4036,0,0,6,9,4,5,5,5.5,5.11,5.25,18,40,13,6,A,1,44,F,U,43472,14
4037,1,7,6,9,4,4,5,9.33,8.44,9.5,16,35,14,6,A,1,60,F,U,44284.5,13
4038,0,0,5,8,3,5,5,6.4,5.63,6.67,18,41,13,6,S,1,50,F,H,66716,13
4039,1,5,6,13,3,7,5,5.33,5,5.67,9,105,22,7,A,1,73,M,U,36607,20
4040,1,6,4,7,2,3,5,6,5.29,6.5,18,35,12,6,A,0,60,F,U,44284.5,10
4041,0,0,5,13,1,6,5,5,4.69,5,15,105,12,6,S,1,46,F,U,44284.5,19
4042,1,5,4,16,3,10,5,5.5,6.5,5,16,92,7,3,S,1,57,M,H,45096,26
4043,0,0,7,11,5,7,5,3.29,3.36,3.4,17,44,13,6,S,1,60,M,H,45096,18
4044,0,0,4,14,2,6,5,11.25,11.07,15,19,130,6,3,A,0,60,F,U,44284.5,20
4045,1,2,3,14,3,11,5,5,4.43,5,18,126,11,5,S,1,60,F,U,44284.5,25
4046,0,0,6,26,3,15,5,5,3.94,4.33,21,129,11,5,S,1,60,F,U,44284.5,41
4047,1,5,6,23,3,9,5,5,5.09,5,17,105,10,5,S,1,49,F,H,41330,32
4048,0,0,3,10,1,5,5,6.67,5.4,10,15,75,12,6,A,1,80,M,H,42381,15
4049,0,0,5,14,2,6,5,5.8,5.79,5.5,17,130,12,5,S,1,78,F,H,25991,20
4050,1,5,5,14,3,9,5,6,6.07,5,16,125,14,6,A,1,60,F,H,41993,23
4051,1,15,5,20,3,12,5,10,10.6,13.33,18,130,8,4,S,1,71,F,H,41558,32
4052,1,5,5,10,4,6,5,5,5,5,15,53,12,6,S,1,60,M,H,41558,16
4053,1,5,6,20,3,8,5,5,4.35,5,17,104,12,6,S,1,64,F,H,44021,28
4054,0,0,7,36,4,20,5,3.43,2.37,3.25,25,128,12,6,S,1,83,F,U,44284.5,56
4055,0,0,7,9,5,6,5,5.29,5.22,5.4,19,44,12,6,S,1,60,F,U,34044,15
4056,0,0,6,7,4,4,5,6.17,6,5.5,17,38,12,6,A,0,60,F,U,44284.5,11
4057,1,3,12,34,7,16,5,2.67,2.59,2,15,75,12,5,S,1,35,F,H,34412,50
4058,1,5,4,20,2,10,5,5.5,4.25,5,17,124,13,6,S,1,60,M,U,36767,30
4059,0,0,6,12,5,8,5,5,5,5,20,105,12,6,S,1,85,M,H,55638,20
4060,1,5,9,11,6,7,5,4.78,4.45,4.67,18,39,12,6,S,1,57,M,H,28717,18
4061,0,0,4,17,2,13,5,5,3.35,5,16,104,12,5,S,1,44,F,H,22631,30
4062,1,5,7,20,5,9,5,5.57,5,5.6,19,87,13,6,S,1,60,F,H,48101,29
4063,1,7,5,5,3,3,5,6.4,6.4,6.67,16,35,13,6,A,1,71,F,H,35376,8
4064,1,5,5,17,5,12,5,5.4,4.71,5.4,16,105,12,6,A,1,75,M,U,45395,29
4065,0,0,4,8,2,4,5,5,4.25,5,16,66,7,3,S,1,78,M,U,44284.5,12
4066,0,0,5,18,3,7,5,9.8,7.78,11.33,15,111,15,6,A,1,49,F,H,30860,25
4067,0,0,4,14,2,6,5,5,5.57,5,16,116,15,6,A,1,76,M,H,29867,20
4068,1,4,4,16,2,9,5,5.25,5.38,6,17,105,11,4,S,1,33,F,H,29430,25
4069,1,10,7,9,5,6,5,8.57,7.56,9,17,40,13,6,S,1,60,F,U,44284.5,15
4070,0,0,6,22,5,13,5,8.5,6.59,8.6,4,99,14,6,S,1,75,F,U,37038,35
4071,1,5,5,27,2,15,5,5.2,3.63,4.5,16,128,6,3,S,1,82,F,U,51634,42
4072,0,0,5,25,2,15,5,5,3.64,5,17,126,12,5,S,1,78,F,U,49810,40
4073,1,5,5,14,4,10,5,5.4,6.93,5.5,15,130,14,6,A,1,60,F,U,44284.5,24
4074,1,5,11,43,8,25,5,5.27,4.3,5.13,17,128,10,5,S,1,68,F,H,27089,68
4075,1,5,7,13,6,9,5,5.57,5.38,5.67,17,67,12,6,S,1,57,F,U,40931,22
4076,1,5,6,18,2,6,5,8.33,7.67,7.5,4,65,18,4,A,1,60,M,U,44284.5,24
4077,0,0,6,17,3,10,5,9.67,8.88,11,21,67,14,6,S,1,83,F,U,44888,27
4078,1,5,7,26,4,11,5,3.86,3.58,4,20,88,12,5,S,1,60,F,U,44284.5,37
4079,1,5,6,15,6,10,5,5,4.87,5,16,68,13,6,S,1,51,M,H,43494,25
4080,1,5,8,36,4,20,5,7.75,7.75,9.25,15,126,5,3,S,1,60,F,U,36364,56
4081,1,5,4,22,0,13,5,5,4.41,0,18,130,11,5,S,1,56,M,U,44284.5,35
4082,0,0,5,20,3,10,5,5,4.15,5,16,125,12,5,S,1,77,M,U,44284.5,30
4083,0,0,5,25,2,11,5,3.4,2.92,4,18,105,13,6,S,1,79,F,H,37165,36
4084,0,0,4,6,3,3,5,5,5.17,5,18,33,12,6,S,1,79,F,U,44284.5,9
4085,0,0,7,20,5,9,5,4.57,4.1,4.4,16,57,22,11,A,1,32,M,U,92295,29
4086,1,3,4,35,3,20,5,2,2.97,2,19,129,5,3,S,1,77,M,H,45642,55
4087,1,4,6,10,4,6,5,4.67,4.5,4.5,17,45,12,6,A,1,58,F,H,66481,16
4088,1,5,6,20,1,9,5,5,5.45,5,24,123,11,6,S,1,57,F,U,46771,29
4089,0,0,8,12,5,6,5,6.13,5.33,5.4,18,40,12,6,S,1,60,F,U,44284.5,18
4090,0,0,9,25,9,19,5,5,4.68,5,9,78,24,10,S,1,73,F,U,35122,44
4091,0,0,3,17,1,7,5,6.33,4.65,7,16,119,7,3,S,1,79,F,U,44284.5,24
4092,1,5,4,20,3,11,5,5.5,3.15,5.67,15,130,8,3,S,1,59,F,U,44284.5,31
4093,1,5,7,27,6,15,5,3.29,3.22,3,18,93,6,4,S,1,60,F,U,44284.5,42
4094,0,0,4,21,2,8,5,8.75,7.62,7.5,18,88,13,6,S,1,65,F,U,45936,29
4095,0,0,3,9,2,7,5,7.67,6.89,6.5,17,102,13,6,A,1,60,F,U,52559,16
4096,1,7,6,14,3,9,5,7.33,6.29,7.33,4,69,7,3,S,1,60,F,U,44284.5,23
4097,1,10,3,19,1,8,5,5.67,6.58,7,15,126,7,3,S,1,78,F,U,44284.5,27
4098,1,5,9,11,6,6,5,5,5.09,5,21,36,12,6,S,1,60,F,U,44284.5,17
4099,1,5,5,15,3,9,5,5.4,5.13,5.67,19,75,13,5,S,1,40,M,H,46639,24
4100,0,0,3,5,3,4,5,6.67,5.6,6.67,16,45,14,6,A,1,58,M,H,51305,9
4101,1,5,5,14,0,4,5,6.8,5.64,0,4,126,24,11,A,1,60,F,H,55667,18
4102,1,5,5,12,2,2,5,5.4,5.83,6,18,85,12,5,A,0,60,F,U,53504,14
4103,1,5,6,16,4,8,5,3.17,2.63,3,18,117,13,6,S,1,60,F,U,44284.5,24
4104,0,0,2,3,2,2,5,8,7,8,16,23,12,5,N,0,60,F,U,44284.5,5
4105,0,0,4,21,3,12,5,4.75,3.52,4.67,20,104,12,5,S,1,60,M,H,70892,33
4106,0,0,5,5,2,2,5,5.6,5.6,6.5,20,33,11,5,S,1,38,F,U,38001,7
4107,0,0,5,6,2,2,5,6,5.83,7,18,31,12,6,A,0,56,F,H,38001,8
4108,1,5,3,20,3,15,5,4.33,3.7,4.33,16,127,15,5,S,1,60,M,H,46058,35
4109,0,0,4,14,3,11,5,5.25,3.07,6,15,126,11,5,A,1,37,F,H,48911,25
4110,1,10,5,6,3,4,5,8.6,8,7,17,41,9,4,A,1,60,M,U,44284.5,10
4111,1,5,6,32,5,20,5,5.17,5.38,5,20,129,11,5,S,1,69,M,U,59357,52
4112,1,10,2,19,1,6,5,12.5,8.95,15,9,101,18,6,A,1,78,M,U,44284.5,25
4113,1,5,6,21,5,15,5,5,4.81,5,16,97,12,5,S,1,66,F,H,60456,36
4114,1,5,4,15,1,8,5,12,8.53,11,5,131,19,7,S,1,60,F,U,51941,23
4115,1,4,13,44,7,20,5,3.92,3.61,3.86,17,98,12,5,S,1,85,F,U,44284.5,64
4116,0,0,5,14,4,10,5,4.6,3.14,5,17,125,7,4,S,1,87,F,H,56710,24
4117,1,4,7,18,1,6,5,4.57,3.33,5,15,102,13,6,S,1,36,F,H,64385,24
4118,1,5,7,9,4,5,5,5.57,5.22,5.5,18,41,6,4,S,1,35,F,U,44284.5,14
4119,1,10,5,33,2,19,5,10.2,8.79,8,17,130,14,6,S,1,75,F,U,29081,52
4120,1,5,0,32,0,11,5,0,8.09,0,4,126,37,7,A,1,57,F,U,33698,43
4121,0,0,9,14,3,5,5,5,4.86,5,16,57,13,6,A,1,60,F,U,61227,19
4122,0,0,7,19,4,10,5,5.29,5,5.5,15,76,13,5,S,1,64,M,H,109185,29
4123,1,6,4,4,2,2,5,5.75,5.75,4,15,33,11,4,A,0,60,M,U,44284.5,6
4124,1,5,4,15,3,8,5,5.5,5.33,5.67,17,81,15,6,S,1,38,F,H,57132,23
4125,0,0,9,24,7,15,5,5.11,5.08,5.14,15,76,8,4,S,1,80,F,H,46464,39
4126,0,0,6,29,4,19,5,3.67,2.76,4,16,123,14,6,S,1,60,M,H,41924,48
4127,1,4,6,16,5,11,5,5.33,4.94,5,17,105,13,6,S,1,86,M,U,33079,27
4128,0,0,8,32,6,15,5,5.25,4.23,5.33,17,121,13,6,S,1,47,F,H,48691,47
4129,0,0,1,16,1,6,5,5,6.31,5,9,105,31,5,A,1,60,M,U,44284.5,22
4130,0,0,8,34,7,17,5,9.5,9.74,9.14,23,101,8,4,S,1,75,F,H,60859,51
4131,1,6,6,19,4,10,5,5.83,5.95,5,22,124,11,6,S,1,51,F,H,41031,29
4132,1,7,3,21,1,10,5,5,4.9,5,18,130,10,4,S,1,78,M,H,46170,31
4133,1,5,9,39,8,23,5,5.44,5.33,5.38,17,130,13,6,S,1,57,M,H,47579,62
4134,1,3,6,27,5,20,5,3.67,3.52,3.8,24,129,14,7,S,1,80,F,U,66796,47
4135,1,10,3,6,1,2,5,8.33,9.17,10,16,56,6,1,E,0,60,M,U,44284.5,8
4136,1,5,8,24,5,12,5,10.63,8.92,10.8,4,109,26,7,A,1,70,F,H,44931,36
4137,1,5,7,21,3,11,5,5,4.48,5,17,105,8,4,S,1,60,F,U,44284.5,32
4138,1,5,3,39,1,17,5,3.67,4.42,3,16,123,13,6,S,1,62,F,H,51112,56
4139,0,0,4,20,1,9,5,5,3.55,5,16,126,11,5,S,1,60,F,H,42410,29
4140,1,5,4,23,2,10,5,5,4.61,4.5,16,90,6,3,S,1,77,F,H,41046,33
4141,0,0,3,5,2,2,5,8.33,7.4,7.5,19,33,11,5,A,0,60,M,U,44284.5,7
4142,1,10,5,17,5,12,5,5,4,5,17,126,11,5,S,1,86,M,U,45027,29
4143,1,5,4,17,2,13,5,5,4.35,5,15,129,9,4,S,1,79,F,U,44284.5,30
4144,1,5,5,18,3,10,5,4.8,4,4.67,19,89,10,5,S,1,59,M,H,54118,28
4145,1,5,5,21,4,14,5,5.2,4.86,5,16,122,13,5,S,1,66,F,H,60262,35
4146,1,6,5,7,1,2,5,5.8,5,4,15,53,13,6,A,0,87,M,H,48125,9
4147,1,5,9,16,5,8,5,4.78,4.75,4.6,14,75,24,10,A,1,75,F,H,67061,24
4148,1,10,3,4,3,3,5,8.33,7.5,8.33,15,29,11,6,A,1,56,F,H,76209,7
4149,0,0,3,3,3,3,5,6,6,6,17,24,13,6,N,1,73,M,H,47756,6
4150,0,0,7,19,4,13,5,5,4.79,5,21,102,12,6,S,1,46,M,H,62012,32
4151,1,5,7,7,5,5,5,4.86,4.86,4.6,15,32,13,6,S,1,74,F,H,62012,12
4152,1,4,5,26,2,11,5,4,3.42,4.5,5,98,30,9,S,1,74,M,H,75203,37
4153,1,5,6,7,3,4,5,5.33,5,5,22,39,10,5,A,1,69,F,U,62804,11
4154,1,12,3,14,1,8,5,9.33,6.93,8,17,126,13,6,A,1,67,F,H,63523,22
4155,0,0,6,47,5,19,5,5,5.21,5,4,127,40,8,S,1,74,F,H,36928,66
4156,1,6,5,14,2,5,5,6.8,4.5,8,15,80,13,6,S,1,79,F,U,51045,19
4157,1,11,4,8,3,6,5,7,5.75,7.67,18,61,11,5,A,1,37,F,H,43483,14
4158,0,0,4,20,3,14,5,5,3.55,5,17,130,12,5,S,1,86,F,U,60863,34
4159,1,10,5,8,2,3,5,4.2,5,5,16,54,9,4,A,1,61,F,U,46341,11
4160,1,5,2,23,1,13,5,15,9.91,25,19,113,22,8,N,1,81,F,H,70044,36
4161,1,5,5,19,4,16,5,5,4.84,5,15,119,12,5,S,1,60,M,U,50346,35
4162,0,0,3,14,0,7,5,6.67,6,0,18,105,12,6,S,1,41,F,H,55224,21
4163,0,0,4,6,4,5,5,7.5,5.83,7.5,17,40,12,6,A,1,65,M,H,41579,11
4164,1,5,5,21,4,18,5,5.4,4.86,5,18,130,10,5,S,1,85,F,U,47081,39
4165,0,0,5,11,3,7,5,6.6,6.91,6.67,17,122,15,6,A,0,84,F,U,44023,18
4166,1,17,11,50,5,17,5,6.27,6.34,5.4,4,113,45,14,S,1,60,F,U,44284.5,67
4167,0,0,12,32,7,15,5,6.33,4.63,6.29,15,122,14,6,S,1,60,F,U,44284.5,47
4168,0,0,5,24,3,14,5,8.4,6.04,8,23,113,11,5,S,1,75,M,U,44306,38
4169,0,0,6,37,3,18,5,5.17,4.35,4.67,18,130,13,6,S,1,41,M,H,49102,55
4170,1,4,11,11,5,5,5,4.55,4.55,5,16,35,14,6,S,1,70,F,H,45654,16
4171,1,5,6,22,5,13,5,5,4.77,5,17,121,10,5,S,1,75,M,H,44220,35
4172,1,4,6,21,5,12,5,4.33,4.33,4.2,4,128,16,4,S,1,67,M,U,44284.5,33
4173,1,6,6,29,2,18,5,5.83,5,7.5,15,122,12,6,S,1,74,F,U,44284.5,47
4174,0,0,5,24,2,14,5,4.4,4.67,5,16,127,12,5,S,1,81,F,H,51491,38
4175,0,0,3,41,1,17,5,5,5.56,5,18,127,11,5,S,1,60,M,U,41683,58
4176,1,3,2,13,1,12,5,8.5,7.69,5,15,111,10,4,A,1,82,F,U,44284.5,25
4177,0,0,3,15,0,8,5,5,4.13,0,15,123,11,4,S,1,60,F,U,48750,23
4178,0,0,3,12,2,9,5,8.33,8.25,10,15,109,13,6,A,1,49,M,H,54026,21
4179,1,10,8,28,5,17,5,7.5,6.5,9,16,120,14,6,S,1,72,F,H,68333,45
4180,1,5,3,13,1,7,5,5,5.92,5,15,123,12,5,A,0,77,F,H,43281,20
4181,0,0,4,6,2,3,5,8.75,7.5,12.5,15,51,13,6,S,1,60,F,U,44284.5,9
