,Potential_Customer,C_ID,Cust_Last_Purchase,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_CustN,Total_Pur_3_years,Total_Pur_5_years,Total_Ad_Res_1_year,Total_Ad_Res_3_year,Total_Ad_Res_5_year
2872,1,74809,10.0,9.0,9.33,7.2,7.0,22,44,A,0,,F,U,0.0,A,5,9,18,37,41
2873,0,74797,,15.0,32.5,22.7,32.5,25,96,A,1,37.0,F,H,68000.0,A,4,20,16,31,61
2874,1,74819,15.0,10.0,12.75,13.19,13.67,18,129,S,1,53.0,F,H,68000.0,S,7,25,20,47,106
2875,1,74825,5.0,5.0,5.0,4.61,4.5,16,90,S,1,77.0,F,H,41046.0,S,6,33,9,23,69
2876,0,74856,,12.0,11.86,10.9,12.33,19,45,S,1,41.0,M,H,55978.0,S,10,15,19,50,56
2877,0,74861,,50.0,31.25,31.25,25.0,16,32,A,0,44.0,M,H,55734.0,A,6,6,19,42,40
2878,1,74880,25.0,15.0,15.0,15.0,,18,18,F,0,75.0,F,H,80943.0,Others,1,1,14,19,17
2879,0,74882,,30.0,30.0,30.0,30.0,15,15,E,0,29.0,F,U,56739.0,Others,2,2,12,15,15
2880,0,74885,,20.0,20.0,20.0,20.0,16,16,F,0,55.0,F,H,51471.0,Others,2,2,18,27,24
2881,1,74914,6.0,6.0,6.43,4.86,7.0,19,116,S,1,82.0,F,U,49699.0,S,10,36,17,49,101
2882,1,74955,10.0,10.0,15.75,12.61,15.0,27,119,A,1,73.0,F,U,45654.0,A,7,48,14,43,107
2883,0,74958,,12.0,10.0,8.18,,15,126,A,0,,M,U,32925.0,A,2,16,11,25,63
2884,1,74969,13.0,11.0,11.0,7.76,11.0,16,110,A,1,75.0,F,U,51208.0,A,5,24,17,44,89
2885,0,74962,,10.0,8.33,8.33,7.5,17,20,N,0,58.0,F,U,51208.0,Others,5,5,19,30,26
2886,1,75019,5.0,6.0,5.8,5.05,5.33,18,127,S,1,78.0,F,H,50240.0,S,8,32,10,30,70
2887,0,75017,,18.0,13.33,13.43,13.33,15,76,A,1,80.0,F,H,50240.0,A,6,13,17,41,76
2888,0,84994,,11.0,11.0,7.25,10.0,15,123,S,1,83.0,M,H,65729.0,S,4,18,15,43,90
2889,1,74867,3.0,3.0,3.43,3.17,3.0,18,40,S,1,,F,U,42596.0,S,12,18,19,46,48
2890,0,75654,,11.0,10.0,10.2,9.33,21,87,A,1,,U,U,0.0,A,7,17,20,52,67
2891,0,90812,,15.0,15.0,19.9,15.0,21,92,A,1,39.0,F,U,67571.0,A,4,29,19,51,93
2892,1,75153,13.0,13.0,13.25,10.67,12.67,24,128,A,1,81.0,M,U,25144.0,A,7,38,11,34,100
2893,0,7985,,20.0,15.0,9.25,10.0,18,105,A,1,,F,U,0.0,A,3,18,15,32,76
2894,1,75180,15.0,15.0,15.0,10.5,,19,77,A,1,53.0,F,H,50576.0,A,1,8,16,30,63
2895,0,75179,,17.0,17.0,13.5,,17,50,A,0,35.0,F,U,50576.0,A,1,2,13,20,34
2896,0,11768,,10.0,11.2,8.65,11.14,22,122,S,1,79.0,M,H,45807.0,S,17,72,31,62,137
2897,0,74780,,4.0,3.71,3.52,4.33,15,105,S,1,75.0,F,U,37268.0,S,10,29,20,48,91
2898,0,75265,,10.0,10.0,12.33,10.0,17,88,A,1,47.0,F,H,46571.0,A,2,25,19,47,87
2899,0,75247,,10.0,14.33,13.25,14.0,18,33,A,0,86.0,M,H,46571.0,A,5,6,16,44,42
2900,0,75246,,6.0,5.0,4.89,5.2,16,32,S,1,63.0,M,H,46571.0,S,12,14,19,45,43
2901,0,75271,,11.0,9.8,7.9,9.5,25,126,A,1,74.0,F,H,46571.0,A,9,36,15,46,106
2902,0,75253,,20.0,15.0,11.83,,19,44,A,0,66.0,F,H,46571.0,A,3,7,19,40,53
2903,1,75346,15.0,7.0,9.33,8.11,9.33,22,40,S,1,69.0,M,H,46240.0,S,12,16,13,38,44
2904,1,75341,15.0,12.0,10.67,7.0,,18,119,S,1,83.0,F,U,46240.0,S,3,18,19,40,91
2905,0,75334,,10.0,10.0,8.85,10.0,15,88,S,1,57.0,F,U,46240.0,S,9,29,20,52,96
2906,1,75331,25.0,20.0,13.5,8.5,20.0,16,88,A,1,53.0,F,H,46240.0,A,3,10,18,40,71
2907,0,75323,,25.0,12.5,10.0,12.5,17,44,S,1,45.0,F,U,46240.0,S,8,12,19,44,49
2908,1,187274,15.0,15.0,15.0,15.0,15.0,21,21,E,0,,F,U,0.0,Others,2,2,5,10,10
2909,0,75396,,25.0,15.0,5.33,5.0,26,115,A,1,48.0,M,U,46845.0,A,3,18,17,48,94
2910,0,75403,,15.0,15.0,8.43,15.0,22,122,S,1,65.0,M,U,45083.0,S,3,23,16,42,99
2911,0,75416,,10.0,9.33,7.08,9.0,16,122,A,0,76.0,M,U,43652.0,A,5,20,19,50,95
2912,0,75413,,10.0,10.0,5.79,10.0,23,112,S,1,64.0,M,H,43652.0,S,4,33,18,49,102
2913,0,75425,,10.0,15.0,10.33,17.5,17,114,A,1,57.0,F,H,44667.0,A,5,20,20,49,100
2914,1,75461,15.0,15.0,15.0,11.33,15.0,20,103,A,0,80.0,U,U,0.0,A,6,15,18,49,91
2915,1,75474,15.0,20.0,11.67,11.67,10.0,18,32,N,0,,M,U,33424.0,Others,4,4,21,44,46
2916,1,75481,8.0,10.0,10.0,5.86,10.0,18,125,S,1,68.0,M,U,39399.0,S,4,35,19,47,106
2917,0,75502,,6.0,7.4,6.67,9.5,19,31,A,0,,F,U,43846.0,A,7,8,19,36,34
2918,1,75522,10.0,10.0,10.0,6.33,10.0,16,87,A,1,,M,U,0.0,A,5,18,20,44,79
2919,0,75537,,16.0,16.0,11.2,16.0,15,76,E,1,79.0,M,H,40431.0,Others,2,22,13,36,71
2920,0,75544,,4.0,5.0,5.0,6.33,21,32,A,1,,U,U,40650.0,A,8,8,17,40,36
2921,0,75577,,5.0,8.33,7.4,7.5,19,33,A,0,,M,U,0.0,A,5,7,16,40,38
2922,1,75609,10.0,5.0,5.0,4.0,5.0,17,126,S,1,86.0,M,U,45027.0,S,10,29,16,40,89
2923,0,75638,,15.0,12.5,10.0,10.0,25,92,A,0,39.0,M,H,54170.0,A,3,13,16,45,83
2924,1,75668,5.0,2.0,4.57,4.17,5.25,15,123,S,1,54.0,F,H,42065.0,S,11,28,20,48,94
2925,0,188582,,10.0,13.5,8.85,15.0,6,125,S,1,77.0,F,H,37757.0,S,3,20,25,48,83
2926,1,75703,6.0,10.0,6.75,5.83,6.75,16,29,A,1,53.0,F,U,30000.0,A,8,11,19,40,38
2927,0,75777,,15.0,15.0,15.0,15.0,16,16,F,0,47.0,F,H,53050.0,Others,2,2,15,22,18
2928,0,75790,,10.0,10.0,7.0,10.0,19,112,S,1,,M,U,37083.0,S,5,25,19,47,102
2929,1,2315,11.0,10.0,8.0,12.93,8.0,5,123,A,0,,F,U,0.0,A,4,23,24,39,69
2930,0,75821,,10.0,10.5,8.64,10.5,24,110,S,1,70.0,F,H,37326.0,S,8,25,17,47,95
2931,0,75824,,10.0,8.33,6.5,8.33,20,126,A,1,84.0,M,U,37326.0,A,6,51,17,42,111
2932,1,75840,20.0,20.0,17.0,12.75,,20,122,A,0,82.0,M,H,56361.0,A,2,13,19,39,94
2933,1,75835,5.0,6.0,4.25,3.86,4.0,15,65,A,1,53.0,U,U,0.0,A,15,22,21,53,74
2934,1,75851,5.0,5.0,5.0,4.35,5.0,15,129,S,1,79.0,F,U,0.0,S,6,30,13,38,93
2935,1,7238,12.0,10.0,11.67,5.54,,18,130,A,1,,F,U,0.0,A,3,21,20,38,98
2936,1,727,2.0,2.0,2.8,2.26,2.75,7,69,A,1,73.0,F,H,45515.0,A,18,36,28,59,92
2937,1,75910,10.0,10.0,7.8,5.93,10.0,15,124,S,1,,F,U,0.0,S,6,44,18,48,110
2938,0,75960,,20.0,10.0,15.0,10.0,16,17,N,0,43.0,F,U,50557.0,Others,2,3,17,23,21
2939,0,4321,,10.0,9.8,4.88,8.67,8,130,A,1,,F,H,50760.0,A,8,105,35,65,161
2940,1,76128,5.0,8.0,6.5,4.96,6.33,17,114,S,1,65.0,M,H,41317.0,S,7,26,17,43,94
2941,1,76010,8.0,7.0,7.0,6.13,7.0,23,102,A,0,,U,H,39275.0,A,3,11,10,26,33
2942,1,75992,8.0,8.0,7.8,7.8,9.5,18,32,A,1,41.0,F,H,39275.0,A,7,7,18,38,35
2943,0,76013,,10.0,8.0,5.08,,16,120,S,1,85.0,M,U,39275.0,S,2,17,17,36,91
2944,1,76041,10.0,10.0,9.18,7.83,10.4,15,88,S,1,67.0,F,H,54771.0,S,16,33,22,54,82
2945,1,76030,14.0,10.0,7.33,6.73,6.67,20,41,S,1,43.0,M,U,54771.0,S,15,18,19,50,53
2946,1,76051,20.0,20.0,20.0,14.4,,19,52,A,1,55.0,M,U,0.0,A,1,7,19,38,57
2947,0,76087,,20.0,20.0,14.0,,19,64,A,0,43.0,F,U,37125.0,A,2,6,18,37,64
2948,0,76125,,15.0,15.0,15.0,15.0,23,23,N,0,71.0,M,H,42935.0,Others,2,2,12,28,25
2949,0,76138,,11.0,10.71,7.81,9.8,17,130,S,1,83.0,F,U,0.0,S,12,64,19,49,115
2950,0,76150,,3.0,3.33,3.11,3.29,17,131,S,1,84.0,F,U,50147.0,S,19,78,17,46,118
2951,0,76159,,15.0,12.67,12.67,14.0,20,29,A,1,,F,U,0.0,A,5,5,19,40,36
2952,0,11395,,25.0,25.0,15.83,25.0,18,78,A,0,82.0,M,H,44174.0,A,2,9,28,56,97
2953,1,76165,11.0,10.0,11.57,10.6,12.25,22,40,S,1,78.0,F,H,44174.0,S,11,15,18,49,51
2954,0,188996,,15.0,18.0,11.13,18.0,4,57,E,1,,F,U,0.0,Others,4,15,8,20,33
2955,1,959,10.0,15.0,10.0,7.3,10.0,24,88,A,1,53.0,F,H,54871.0,A,6,18,14,39,98
2956,0,76268,,16.0,16.0,10.62,16.0,21,116,A,1,66.0,U,U,47164.0,A,2,23,15,36,93
2957,0,76276,,30.0,26.2,25.0,27.0,18,129,S,1,83.0,F,U,44097.0,S,8,48,19,52,120
2958,1,76316,13.0,12.0,10.67,9.8,11.0,17,40,A,0,,M,H,45895.0,A,5,7,19,46,48
2959,0,76321,,10.0,20.0,8.36,20.0,15,128,A,1,46.0,F,U,41875.0,A,2,17,19,47,75
2960,0,185467,,10.0,13.2,10.16,14.0,14,128,S,1,17.0,F,U,46958.0,S,8,48,29,62,125
2961,0,76385,,35.0,35.0,9.84,35.0,15,126,A,1,74.0,M,H,54609.0,A,2,30,18,49,104
2962,0,169600,,20.0,20.0,20.0,20.0,20,20,F,0,48.0,M,H,43786.0,Others,2,2,14,24,21
2963,1,76442,5.0,5.0,4.8,4.0,4.67,19,89,S,1,59.0,M,H,54118.0,S,8,28,15,44,79
2964,0,188365,,17.0,16.0,9.43,16.0,6,126,A,1,81.0,U,U,0.0,A,4,21,29,60,108
2965,1,76470,10.0,15.0,15.0,9.64,15.0,18,111,S,1,64.0,M,H,60140.0,S,5,23,11,31,81
2966,0,76455,,15.0,15.0,12.33,15.0,21,41,A,0,63.0,M,H,60140.0,A,2,5,14,40,43
2967,0,5556,,14.0,13.0,5.85,13.0,21,130,A,1,78.0,F,U,60140.0,A,4,41,17,41,110
2968,0,76535,,17.0,16.25,13.43,14.5,24,56,A,1,,F,H,0.0,A,6,11,17,48,64
2969,0,76537,,15.0,15.0,15.0,,16,16,F,0,51.0,M,H,50278.0,Others,1,1,15,20,18
2970,1,76578,9.0,11.0,10.11,8.62,10.0,18,119,S,1,41.0,M,H,60262.0,S,14,38,20,51,100
2971,1,76585,5.0,5.0,5.2,4.86,5.0,16,122,S,1,66.0,F,H,60262.0,S,9,35,18,47,105
2972,0,76607,,30.0,28.5,24.57,30.0,26,110,A,1,47.0,F,H,60697.0,A,3,13,16,44,86
2973,1,76625,6.0,5.0,5.8,5.0,4.0,15,53,A,0,87.0,M,H,48125.0,A,6,9,19,44,44
2974,0,76620,,17.5,13.63,13.63,15.0,17,32,A,0,61.0,M,U,48125.0,A,5,5,18,41,38
2975,1,76655,10.0,20.0,16.67,11.7,10.0,18,93,S,1,54.0,F,H,54327.0,S,4,15,13,37,79
2976,1,76758,10.0,10.0,8.4,5.92,8.0,16,128,S,1,69.0,F,H,39375.0,S,9,39,19,48,108
2977,1,76780,75.0,50.0,50.0,33.0,50.0,24,65,A,0,81.0,F,U,42403.0,A,2,9,13,31,58
2978,1,76851,20.0,15.0,20.0,16.25,17.5,21,42,A,0,82.0,M,H,47981.0,A,5,7,19,47,49
2979,1,2583,5.0,5.0,4.78,4.75,4.6,14,75,A,1,75.0,F,H,67061.0,A,14,24,34,63,87
2980,1,76891,10.0,20.0,16.0,14.22,20.0,15,44,A,1,31.0,M,H,67061.0,A,7,12,20,53,60
2981,0,90167,,10.0,8.5,7.8,7.5,18,41,A,0,41.0,M,H,67061.0,A,6,8,18,46,46
2982,1,76914,15.0,15.0,12.67,9.71,12.0,18,53,A,0,,M,U,46319.0,A,4,10,19,52,63
2983,1,76918,10.0,6.0,9.0,7.6,9.0,15,24,N,1,,F,H,43873.0,Others,6,8,19,32,30
2984,1,187284,10.0,10.0,10.0,8.67,10.0,17,21,E,0,,F,U,0.0,Others,4,5,7,12,12
2985,0,76988,,7.0,5.64,4.97,5.5,15,95,S,1,37.0,M,U,0.0,S,17,41,19,51,108
2986,0,76996,,50.0,30.0,20.57,20.0,18,75,A,0,39.0,M,U,46827.0,A,4,10,19,48,73
2987,1,77011,10.0,15.0,11.6,11.6,9.0,18,32,S,1,74.0,F,H,30885.0,S,7,7,19,45,41
2988,1,77023,15.0,20.0,12.5,12.5,12.5,17,24,N,0,54.0,M,H,45561.0,Others,4,4,18,33,30
2989,1,11143,44.0,35.0,46.0,39.0,46.33,4,53,S,1,68.0,M,H,45561.0,S,7,30,41,72,104
2990,0,83681,,15.0,15.0,15.0,15.0,24,24,N,0,34.0,M,H,45561.0,Others,2,2,10,24,22
2991,1,77057,15.0,15.0,13.5,12.33,,19,53,A,0,61.0,F,H,45709.0,A,2,4,18,33,46
2992,1,77048,7.0,10.0,7.5,7.0,7.5,18,29,A,1,61.0,F,H,45709.0,A,4,6,20,38,34
2993,0,77058,,10.0,8.5,7.8,8.0,22,56,S,1,67.0,F,U,0.0,S,7,17,18,49,67
2994,1,78875,15.0,19.0,19.5,15.0,19.5,21,51,A,0,57.0,F,H,77155.0,A,4,9,18,48,60
2995,1,77107,14.0,14.0,14.5,11.7,14.5,16,65,A,1,54.0,M,H,77155.0,A,4,16,18,49,76
2996,1,77116,10.0,15.0,15.0,9.11,15.0,17,86,A,1,36.0,F,U,59063.0,A,4,18,19,47,82
2997,0,77157,,3.0,2.92,2.82,3.25,17,105,S,1,76.0,F,U,55293.0,S,16,48,19,49,97
2998,0,77193,,10.0,10.0,7.44,10.0,21,123,S,1,59.0,M,U,68866.0,S,5,17,18,41,85
2999,1,77196,25.0,15.0,15.0,15.0,15.0,24,24,N,0,32.0,F,H,67330.0,Others,2,2,10,24,21
3000,0,77349,,10.0,6.8,7.25,5.33,18,80,S,1,62.0,F,U,60489.0,S,8,20,18,50,74
3001,0,77224,,16.0,0.0,8.14,,27,113,A,0,,F,U,60489.0,A,0,12,27,27,86
3002,0,77235,,20.0,16.25,16.07,15.0,18,97,S,1,79.0,F,U,0.0,S,7,23,20,51,95
3003,1,77241,10.0,5.0,8.33,7.5,8.33,15,29,A,1,56.0,F,H,76209.0,A,6,7,17,34,31
3004,0,77252,,20.0,20.0,20.0,20.0,23,23,N,0,41.0,F,H,57672.0,Others,2,2,11,22,20
3005,1,77260,10.0,10.0,10.0,7.75,10.0,17,113,A,0,70.0,M,U,60506.0,A,6,17,20,48,86
3006,1,7734,20.0,13.0,14.33,11.23,14.33,6,105,S,1,71.0,M,U,58750.0,S,6,30,47,76,148
3007,0,77312,,25.0,7.67,10.8,8.0,18,33,A,0,44.0,F,H,69006.0,A,5,7,19,44,40
3008,1,94473,10.0,20.0,20.0,12.7,20.0,25,93,A,0,50.0,M,H,69006.0,A,3,15,19,52,89
3009,1,77345,16.0,16.0,15.0,13.2,,24,67,A,0,,M,U,0.0,A,2,6,15,33,62
3010,0,77558,,20.0,20.0,12.5,,26,40,A,0,,M,U,0.0,A,1,3,14,32,40
3011,0,77399,,29.0,19.67,14.64,21.0,16,57,A,0,45.0,M,H,76843.0,A,5,16,20,53,70
3012,1,77435,10.0,10.0,5.33,4.27,5.0,18,111,S,1,85.0,M,H,62557.0,S,5,26,19,46,89
3013,1,77432,15.0,13.0,11.55,11.5,12.14,20,67,S,1,43.0,M,U,62557.0,S,18,36,20,53,82
3014,1,77439,17.0,18.0,14.67,11.31,14.67,16,113,S,1,66.0,M,H,61196.0,S,6,26,12,26,60
3015,1,77441,7.0,11.0,9.0,7.67,11.0,17,23,N,0,40.0,F,U,62556.0,Others,3,4,18,30,26
3016,0,77472,,10.0,10.67,5.33,,18,98,A,1,80.0,M,H,47756.0,A,3,20,17,35,85
3017,0,77451,,5.0,6.0,6.0,6.0,17,24,N,1,73.0,M,H,47756.0,Others,6,6,19,33,30
3018,0,77494,,10.0,5.0,4.77,5.0,18,96,S,1,,F,U,0.0,S,6,20,19,48,75
3019,1,77495,10.0,12.0,11.0,7.64,11.0,17,125,A,1,,F,H,55750.0,A,4,35,10,32,91
3020,0,77507,,10.0,8.11,6.94,8.0,21,75,S,1,42.0,M,H,63521.0,S,16,28,20,51,83
3021,1,77523,15.0,10.0,15.0,8.36,17.5,15,129,S,1,,F,U,0.0,S,5,23,21,45,101
3022,0,136679,,7.0,4.83,4.0,4.83,16,64,S,1,43.0,F,U,70346.0,S,12,28,18,48,76
3023,0,77592,,5.0,5.0,4.79,5.0,21,102,S,1,46.0,M,H,62012.0,S,11,32,18,50,97
3024,1,77574,5.0,5.0,4.86,4.86,4.6,15,32,S,1,74.0,F,H,62012.0,S,12,12,19,40,39
3025,1,77605,15.0,15.0,10.0,10.0,5.0,19,29,A,0,47.0,M,H,87850.0,A,3,3,14,32,28
3026,0,77612,,15.0,15.0,15.0,15.0,21,21,F,0,27.0,F,H,51901.0,Others,2,2,11,21,18
3027,0,77630,,15.0,13.33,11.29,15.0,17,92,S,1,47.0,F,U,70372.0,S,4,23,19,50,95
3028,0,77644,,20.0,15.0,13.33,,18,44,A,0,46.0,F,U,59647.0,A,2,3,18,35,45
3029,0,11378,,10.0,10.0,5.76,10.0,17,128,A,1,,M,H,59647.0,A,2,33,16,29,99
3030,0,210,,10.0,11.57,9.81,10.67,12,92,S,1,69.0,F,H,49047.0,S,10,36,29,56,129
3031,1,77695,20.0,15.0,17.5,15.0,15.0,16,41,A,0,39.0,M,H,67825.0,A,3,5,19,48,47
3032,0,77703,,15.0,15.0,13.25,15.0,23,106,A,0,,M,H,59034.0,A,4,15,14,37,91
3033,0,77708,,10.0,9.2,8.14,9.0,21,45,S,1,67.0,M,H,54841.0,S,9,12,18,44,50
3034,0,77728,,3.0,4.0,4.08,4.17,18,101,S,1,74.0,M,H,106681.0,S,14,57,11,36,86
3035,0,77723,,15.0,0.0,15.0,,18,18,F,0,,M,U,0.0,Others,0,1,14,14,16
3036,0,77730,,15.0,13.0,10.57,13.5,19,81,A,0,73.0,M,U,0.0,A,5,11,18,42,68
3037,0,78071,,20.0,20.0,8.53,20.0,25,68,A,1,34.0,F,U,65701.0,A,4,23,18,50,80
3038,1,77799,10.0,10.0,7.4,6.82,5.67,18,127,A,0,60.0,M,H,75203.0,A,8,16,19,52,85
3039,1,77784,16.0,10.0,11.67,10.0,15.0,19,45,A,1,26.0,F,H,75203.0,A,4,8,18,47,52
3040,1,11158,4.0,5.0,4.0,3.42,4.5,5,98,S,1,74.0,M,H,75203.0,S,7,37,39,65,117
3041,1,190795,10.0,14.0,12.0,8.0,12.0,21,130,A,1,75.0,M,U,43135.0,A,6,39,17,46,112
3042,0,191248,,17.0,17.67,17.67,16.0,17,24,N,0,43.0,F,H,62804.0,Others,5,5,20,36,33
3043,1,77848,5.0,5.0,5.33,5.0,5.0,22,39,A,1,69.0,F,U,62804.0,A,9,11,15,44,43
3044,1,77845,15.0,15.0,15.0,12.5,,26,41,A,0,36.0,F,H,62804.0,A,2,5,13,33,46
3045,0,77834,,10.0,10.0,6.83,,18,126,A,1,78.0,M,H,62804.0,A,2,20,15,33,94
3046,1,77898,10.0,15.0,15.0,7.5,,18,92,A,0,69.0,M,H,50457.0,A,1,10,14,28,63
3047,1,77915,15.0,15.0,15.0,8.57,,18,76,A,1,74.0,M,H,53672.0,A,1,13,17,31,64
3048,0,77910,,21.0,18.0,13.0,18.0,24,53,A,0,55.0,M,H,53672.0,A,4,8,18,47,59
3049,0,77849,,15.0,13.0,14.4,13.33,16,42,A,0,,F,U,0.0,A,7,9,21,52,53
3050,0,77918,,22.0,22.33,10.53,,19,111,S,1,43.0,F,H,53672.0,S,3,28,19,38,103
3051,0,77925,,50.0,37.5,26.67,25.0,20,40,A,0,56.0,F,H,69635.0,A,3,5,19,50,51
3052,1,186573,3.0,3.0,12.5,7.69,10.0,8,89,A,0,,F,H,69366.0,A,6,19,24,55,88
3053,1,78009,20.0,20.0,20.0,20.0,20.0,18,18,F,0,,F,U,0.0,Others,2,2,14,20,16
3054,1,80336,12.0,5.0,9.33,6.93,8.0,17,126,A,1,67.0,F,H,63523.0,A,4,22,19,46,96
3055,1,77379,20.0,20.0,20.0,17.5,20.0,18,112,A,1,,U,U,0.0,A,2,15,19,47,92
3056,1,78116,10.0,12.0,10.14,8.8,9.75,17,67,A,1,,F,H,70265.0,A,11,16,19,49,69
3057,0,186632,,10.0,12.6,9.77,12.33,8,53,S,1,63.0,M,U,0.0,S,8,20,27,60,74
3058,1,78179,10.0,20.0,23.33,22.5,25.0,16,28,A,0,33.0,M,H,60963.0,A,4,5,19,42,39
3059,0,10010,,2.0,0.0,4.56,,5,68,A,1,59.0,U,H,60963.0,A,0,33,34,34,98
3060,1,78172,25.0,15.0,15.0,15.0,15.0,17,17,F,0,53.0,F,H,66509.0,Others,2,2,14,21,18
3061,0,77604,,12.0,11.0,8.0,11.0,20,130,A,1,83.0,F,U,0.0,A,6,23,19,50,101
3062,1,78199,15.0,15.0,15.0,9.7,15.0,21,105,A,1,51.0,M,H,70000.0,A,4,20,17,43,90
3063,0,78219,,12.0,10.0,7.35,10.0,22,123,S,1,35.0,F,H,54270.0,S,13,28,19,49,89
3064,0,78207,,15.0,0.0,12.33,,26,41,A,0,59.0,M,H,54270.0,A,0,4,13,13,44
3065,1,78256,11.0,10.0,14.33,10.08,15.0,17,113,S,1,65.0,F,H,26291.0,S,5,20,19,47,99
3066,0,78274,,20.0,17.5,13.75,15.0,15,79,L,0,70.0,F,U,21867.0,Others,3,6,16,43,53
3067,1,78270,15.0,15.0,10.0,10.0,10.0,15,29,E,0,63.0,M,H,21867.0,Others,4,4,10,24,25
3068,1,186699,20.0,10.0,12.4,9.69,13.0,4,91,S,1,,F,U,21867.0,S,9,24,36,69,106
3069,1,78312,15.0,20.0,20.0,10.56,,26,99,A,1,64.0,M,H,48327.0,A,1,15,15,35,88
3070,1,78778,21.0,15.0,15.75,13.17,17.5,18,53,A,1,70.0,M,U,0.0,A,6,9,19,50,62
3071,0,78316,,20.0,13.33,9.0,10.0,17,111,A,1,42.0,F,H,48327.0,A,4,16,19,50,83
3072,0,78380,,20.0,20.0,15.75,20.0,21,100,S,1,57.0,F,H,38297.0,S,8,27,19,51,99
3073,1,78447,6.0,7.0,6.0,5.13,6.0,17,130,S,1,70.0,F,U,0.0,S,6,24,10,23,69
3074,0,78416,,20.0,17.0,14.67,,26,44,A,0,50.0,F,U,70794.0,A,2,4,16,34,46
3075,1,5968,12.0,8.0,5.17,3.59,4.89,4,130,S,1,,F,U,0.0,S,21,82,66,99,187
3076,0,78516,,15.0,14.0,10.36,14.33,17,88,A,1,62.0,F,H,48725.0,A,7,34,19,50,94
3077,0,187111,,25.0,15.0,11.67,20.0,6,93,S,1,71.0,M,H,37712.0,S,3,15,21,35,55
3078,0,78581,,20.0,15.0,15.0,15.0,18,29,A,0,43.0,F,H,36928.0,A,4,4,14,33,30
3079,0,5497,,5.0,5.0,5.21,5.0,4,127,S,1,74.0,F,H,36928.0,S,11,66,48,77,177
3080,0,78612,,14.0,14.25,11.67,14.33,15,57,A,0,64.0,F,H,91943.0,A,7,14,17,46,64
3081,0,78646,,10.0,15.0,9.1,20.0,20,123,A,1,58.0,M,H,35441.0,A,3,16,19,43,70
3082,0,78643,,8.0,6.6,5.71,6.33,18,104,S,1,54.0,F,H,35441.0,S,8,32,16,46,95
3083,0,11245,,8.0,8.67,5.36,7.0,9,81,S,1,82.0,M,H,35441.0,S,4,28,32,55,105
3084,1,78669,6.0,5.0,6.8,4.5,8.0,15,80,S,1,79.0,F,U,51045.0,S,7,19,19,43,73
3085,0,78672,,15.0,15.0,10.8,,18,88,A,0,34.0,F,H,51045.0,A,1,6,14,28,64
3086,0,78706,,11.0,8.0,7.36,8.0,17,89,A,1,63.0,M,U,51954.0,A,7,19,18,47,82
3087,0,1913,,20.0,17.5,15.71,16.67,7,32,A,1,73.0,M,U,51954.0,A,7,10,28,52,64
3088,1,78753,3.0,3.0,3.86,3.29,5.0,15,103,A,1,79.0,F,U,50568.0,A,10,28,12,29,47
3089,0,78730,,7.0,7.6,7.57,7.67,21,35,A,0,25.0,F,U,50568.0,A,8,10,18,45,42
3090,0,78769,,10.0,10.0,9.0,10.0,22,28,A,0,56.0,F,H,54824.0,A,6,7,18,39,35
3091,1,78831,3.0,20.0,18.75,14.4,20.0,16,115,A,0,86.0,F,U,0.0,A,5,14,22,55,100
3092,1,78802,15.0,15.0,15.0,15.0,15.0,17,17,F,0,84.0,U,U,52615.0,Others,2,2,14,21,18
3093,1,78588,11.0,5.0,7.0,5.75,7.67,18,61,A,1,37.0,F,H,43483.0,A,7,14,16,42,62
3094,0,78909,,20.0,20.0,14.0,,17,93,A,0,54.0,M,H,50707.0,A,1,10,20,41,90
3095,0,78900,,35.0,43.33,43.33,20.0,16,31,A,0,79.0,F,U,50707.0,A,4,4,22,44,39
3096,1,185886,5.0,3.0,7.0,5.14,7.5,9,112,A,1,,M,U,50707.0,A,11,21,27,54,88
3097,0,10906,,25.0,30.0,15.96,25.0,13,90,A,0,7.0,F,U,64186.0,A,3,18,35,63,111
3098,0,78964,,27.0,27.0,26.0,,17,30,A,0,65.0,F,H,59766.0,A,1,2,19,33,34
3099,0,78965,,15.0,15.0,15.0,15.0,22,31,A,0,51.0,M,H,59766.0,A,4,4,14,34,31
3100,1,79022,9.0,14.0,10.33,7.0,12.0,16,105,S,1,47.0,M,U,44702.0,S,5,13,20,37,73
3101,0,7211,,10.0,10.0,11.04,,15,129,A,1,60.0,M,H,44702.0,A,1,41,24,42,140
3102,0,79032,,15.0,11.25,10.67,15.0,25,32,A,0,57.0,F,H,36313.0,A,6,8,17,41,40
3103,0,79043,,15.0,10.0,12.5,10.0,18,20,N,0,52.0,F,H,52690.0,Others,2,3,19,31,26
3104,0,79085,,5.0,5.0,3.55,5.0,17,130,S,1,86.0,F,U,60863.0,S,7,34,17,44,104
3105,0,79080,,16.0,14.75,11.07,15.0,22,105,S,1,47.0,F,U,0.0,S,7,23,19,51,95
3106,0,79046,,20.0,15.0,15.0,20.0,24,28,A,0,45.0,F,H,60863.0,A,3,3,13,32,31
3107,1,79116,10.0,5.0,4.2,5.0,5.0,16,54,A,1,61.0,F,U,46341.0,A,7,11,13,33,36
